study,pval,tstat,tcrit,mui,muin,yi,vi,N,hack,signif,affirm,Di,Mu,T2,m,t2w,se,Nmax,k,k.hacked
142,0.0575554826512411,1.9034611687033,1.96472939098769,1.16247094104413,1.52152342424361,0.921697020864378,0.234470562087205,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
143,0.00236308506355681,3.0560206171015,1.96472939098769,1.44905872779326,1.65737875763852,1.5575966858367,0.259775069226384,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
144,2.18470257297307e-08,5.68861225498684,1.96472939098769,1.86935483626417,2.32640339078009,2.87663666210602,0.255715678940536,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
145,0.949348403397778,-0.0635570241820969,1.96472939098769,0.984934651042702,-0.269437971565919,-0.0314320338003046,0.244578262840571,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
146,0.246228821758568,1.16092165757511,1.96472939098769,1.94438317618916,1.22249789513179,0.554167957203308,0.227864670487095,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
147,0.548222065781223,0.600835946908843,1.96472939098769,0.0559579872843536,0.359277709431714,0.311447588951267,0.268694100264245,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
148,0.0143555039982671,2.45684952881713,1.96472939098769,1.25733450173564,1.68709683376877,1.18037272043067,0.230824131732743,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
149,0.00165078055803112,3.16405585664836,1.96472939098769,0.656708953174369,1.75946436443632,1.57366841327888,0.247364955179578,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
150,0.0610118168683125,1.87765197556488,1.96472939098769,1.44035286442233,0.929989697833383,0.980369897682844,0.272614993878598,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
151,0.127064533498658,1.52832881595599,1.96472939098769,1.0960425457863,0.917057773373012,0.791029359923678,0.26788697796899,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
152,0.143867889572,1.46383789832098,1.96472939098769,0.418677469408491,0.935465448527734,0.728326109693737,0.247551626982632,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
153,0.124353740588996,1.53934585029777,1.96472939098769,0.405128989178284,0.155236531255211,0.742835656485963,0.232869748044503,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
154,0.0021959912032392,3.07835879607322,1.96472939098769,1.05272430964458,1.40455675595865,1.49040030581268,0.234405278552877,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
155,1.64274772750442e-06,4.85121319035312,1.96472939098769,1.47594613074629,2.08055002102697,2.44089306534353,0.253160990492461,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
156,0.0134431463768373,2.48064309798065,1.96472939098769,1.1225762114422,0.671936771935045,1.25782388477915,0.257105344840221,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
157,0.00738437211035117,2.69001120350771,1.96472939098769,0.786271940910042,1.21202058890114,1.22773708529017,0.208306379808238,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
158,2.18039380857948e-09,6.09587136723551,1.96472939098769,1.44742925822206,2.4390195044469,2.99139862985007,0.240811372289631,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
159,0.00599055385604008,2.7601220038841,1.96472939098769,0.766838934496826,1.22818762120067,1.38714532545391,0.252573258220287,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
160,0.0647345317081433,1.85117855591577,1.96472939098769,0.995924537830144,1.39237672832835,0.891375149882975,0.231859248254129,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
161,0.0012692729444738,3.24131945668785,1.96472939098769,1.62266726940008,1.57815746190135,1.62190152392707,0.250383260998891,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
162,0.000412796808328664,3.55575007670747,1.96472939098769,1.06375993615784,1.46121963054489,1.78023854140608,0.250665140692999,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
163,0.115873739426355,1.57507132304588,1.96472939098769,0.620910849489587,1.33502474804315,0.799629491021721,0.257737230092033,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
164,0.0428935514556273,2.02993102317582,1.96472939098769,0.502799887663326,0.870436214564977,0.981548870517883,0.233809037192412,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
165,1.49374818081044e-06,4.87092671079967,1.96472939098769,1.82736974748178,1.63132464670595,2.27188766228137,0.21754570623286,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
166,0.00729931381017823,2.69393232227029,1.96472939098769,1.48793543509333,0.387291025627114,1.31399104130206,0.237909314905697,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
167,2.14061532491304e-06,4.79596986041309,1.96472939098769,1.96988643441858,2.32874805245632,2.40966173101976,0.252440638867602,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
168,0.99804860243898,0.00244694221135737,1.96472939098769,1.06442160261224,0.208308909277129,0.00126406820952276,0.266866212983963,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
169,0.000746387134027027,3.3929624598663,1.96472939098769,1.4031552174594,2.06777646687829,1.74537887688965,0.26461918177047,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
170,0.174291636504931,1.3604820579709,1.96472939098769,0.399281411013036,0.301380790664429,0.727064757960871,0.285601544019509,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
171,0.000418247361062056,3.55221217689262,1.96472939098769,1.13200510648845,1.30949406048449,1.74391918770994,0.241021017082887,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
172,1.81677731044579e-05,4.32825407012377,1.96472939098769,1.03198079116639,1.44390523339441,2.266285155714,0.274159699938004,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
173,0.00159833682413558,3.1736307105942,1.96472939098769,0.881196639589992,1.62023919314873,1.58987161762132,0.250963945032579,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
174,0.000288274850893644,3.65147262868676,1.96472939098769,1.09715506791015,1.70893219671675,1.71846256684168,0.221484864632704,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
175,0.375661709234646,0.886710903190817,1.96472939098769,0.939881378176937,1.5567154829698,0.436811932400341,0.242674916925568,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
176,0.0399460321803368,2.05969294565246,1.96472939098769,1.19276319808002,1.46774933473223,1.03629144976695,0.253138887233592,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
177,0.0203256312750483,2.32772554044792,1.96472939098769,1.43228103289668,1.70108938974811,1.17525407408719,0.254917697487488,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
178,0.000143482863618965,3.8317317163003,1.96472939098769,0.988628519177153,2.00185666493234,1.84668385283353,0.232270960591652,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
179,0.0105653737060572,2.56644343884243,1.96472939098769,0.963849380888553,0.722141356275595,1.27135049550794,0.245395841286961,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
180,0.121171173348947,1.55252272559311,1.96472939098769,1.11744234253608,1.52402184172628,0.791004332899231,0.259586314671248,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
181,6.22349782657821e-07,5.04941099047647,1.96472939098769,1.20182434438092,1.64879298249186,2.609515133602,0.267078050628169,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
182,0.000270080076243349,3.66863006343692,1.96472939098769,1.55272402862998,1.79394497628579,1.84136934227836,0.251926570676971,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
183,0.0933687984397043,1.68110226743219,1.96472939098769,0.820584932816247,0.92934870730393,0.81734818297336,0.236388276993594,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
184,0.986086361131609,-0.0174477860225909,1.96472939098769,0.36341894939547,-0.301922211777341,-0.00878417126570859,0.25346671505575,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
185,0.068881049406378,1.82313537158447,1.96472939098769,1.23419577384025,1.30872681301857,0.969234177970605,0.28263087702589,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
186,0.120804084828109,1.55405998563325,1.96472939098769,0.471970890399642,0.784027986819146,0.76607220702375,0.24299864755644,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
187,6.1323434904805e-06,4.57082051670898,1.96472939098769,1.17895036093935,1.71307094402854,2.22448092929827,0.236847626811529,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
188,0.73386101491855,0.340184139654452,1.96472939098769,0.943530180454477,0.666445960238234,0.171889926361271,0.255312881781321,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
189,0.0145858139047202,2.45105524451053,1.96472939098769,0.712104432189034,0.360673042251016,1.17953142704869,0.231586283508238,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
190,0.0902280937067359,1.69748723073341,1.96472939098769,0.433006014942089,0.789653428015091,0.808739873280712,0.226988930856583,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
191,0.436614277104152,0.778549293348001,1.96472939098769,0.805239938863979,1.00841265351611,0.358832360805319,0.21242761594219,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
192,0.000143152848477015,3.83231485202152,1.96472939098769,2.55648169875082,2.60958429392187,1.89166511088916,0.243649847224592,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
193,0.000694293815696373,3.41319249665756,1.96472939098769,1.43211865307329,1.97315508929139,1.70643589720976,0.249953022401779,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
194,3.18215633914634e-08,5.61986386312421,1.96472939098769,1.53901913136468,2.68143829637221,2.76008684578424,0.241209219898406,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
195,0.402979086701375,0.837025193123268,1.96472939098769,-0.256431064880144,0.716648370681831,0.402425943366859,0.231150523888869,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
196,0.0419091858276021,2.03967179810188,1.96472939098769,1.07929022258346,1.45008708077242,1.01561747053602,0.247936087556935,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
197,0.236775479169422,1.18450906300347,1.96472939098769,0.208170072876849,0.530503800836644,0.596157953715177,0.253306252053126,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
198,0.0172389961471774,2.38955650419732,1.96472939098769,1.490882671074,1.36334397399147,1.12445368440825,0.221436156498287,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
199,0.115696555868095,-1.57583941769007,1.96472939098769,0.33578504816698,0.011014018955512,-0.802501885195258,0.259339221818959,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
200,0.000210364661521229,3.73377741785326,1.96472939098769,1.36908536200956,1.88829853050185,1.72614355243566,0.213725809829762,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
201,0.0209783848758097,2.31571455409158,1.96472939098769,0.708773146265268,0.782580654384748,1.11106793841428,0.230203106909161,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
202,0.000223956547557763,3.7175436631218,1.96472939098769,1.53423650489153,2.14916533207349,1.80190836618999,0.234937989129227,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
203,0.294847838748528,1.04864788021981,1.96472939098769,0.511563456705566,0.620917403366285,0.504924302829724,0.231842570040084,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
204,0.0181754472862008,2.36983456490463,1.96472939098769,0.822801614520765,1.39662433352055,1.19182384753533,0.252922859444903,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
205,0.299249395789283,1.03912595606894,1.96472939098769,0.493496304147021,0.921779634859963,0.53646182934558,0.266527033941026,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
206,0.810988127162853,0.239278183732319,1.96472939098769,0.10835275650553,0.104925606886833,0.120900117888672,0.255297899574259,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
207,0.0862402002510728,1.71896903652477,1.96472939098769,0.708317274402769,0.77732843296751,0.885060228372249,0.265099887314522,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
208,0.183561465974453,1.33171611976215,1.96472939098769,-0.301651527304264,0.0913947903023375,0.668613598306443,0.252073444966238,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
209,0.00956503944412076,2.60122028187919,1.96472939098769,1.42393016927422,1.76881120955113,1.27569453545718,0.240513316661437,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
210,0.0583198803936795,1.89764423694559,1.96472939098769,0.950592775794543,1.25620105857377,0.957941276912839,0.254828608290836,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
211,0.000116236751524529,3.88475694441637,1.96472939098769,0.88956642613392,1.22181198874679,1.83558820538999,0.223266114033614,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
212,7.28371731742777e-05,4.00033195473767,1.96472939098769,1.27873517348365,1.80253769328506,2.02664751982172,0.256663658473588,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
213,0.867812356878435,0.166523610833032,1.96472939098769,0.469862282349322,0.262779951868749,0.0806106797822861,0.234333040878489,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
214,2.2133618437346e-08,5.68624128786697,1.96472939098769,2.15824137726369,2.920530731587,2.7259358259096,0.229816224698425,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
215,0.0651549885584716,1.8482684341836,1.96472939098769,0.643246580582302,0.31988363745905,1.0091597801112,0.298119081179058,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
216,0.297674919165486,1.0425211784914,1.96472939098769,1.1208064035256,0.316065334846576,0.521110558457285,0.249856109208758,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
217,0.00540121764357254,2.79430903945539,1.96472939098769,0.14767227720631,0.204201066631388,1.46206420872045,0.273768842714493,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
218,1.02375225452798e-07,5.40166738431171,1.96472939098769,1.29549096920747,1.85594068851292,2.69331044096653,0.248609175179295,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
219,0.114142428041166,1.58261666850917,1.96472939098769,0.459295383833082,0.663667532359582,0.783443345394612,0.24505508624909,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
220,3.29789969399761e-05,4.19010064563732,1.96472939098769,1.48572282931302,1.75868067623558,2.11190202786037,0.254037964834761,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
221,0.0424752260915598,2.03404713897142,1.96472939098769,1.23667220319782,0.430298316328603,0.999260321923481,0.241343306880242,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
222,0.000543966222754511,3.4806996048223,1.96472939098769,1.51753823467406,1.27720962711625,1.82648283535309,0.275358256126788,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
223,0.0194449096929664,2.34447788321585,1.96472939098769,0.718836193202133,1.29139278532465,1.1926336478907,0.258774713035494,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
224,0.0017494167073587,3.14678419199151,1.96472939098769,0.389244143386793,0.643405645227293,1.58121288962791,0.252491505739856,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
225,0.025752980802048,2.23660833176517,1.96472939098769,0.656806476304836,0.729748785090078,1.07965990887049,0.233020469605122,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
226,1.97340937379157e-05,4.30931461935101,1.96472939098769,2.00801780511438,1.97356712803124,2.14210852791829,0.247096466458759,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
227,0.0342268595125643,2.12322121654834,1.96472939098769,1.25175012759833,1.16749454203211,1.06162053988244,0.250004677635401,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
228,0.963233646071946,-0.046119259669852,1.96472939098769,-0.274223045368341,0.0233771372484533,-0.0224509532816821,0.236976301958531,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
229,0.0162676224511036,2.4110361557284,1.96472939098769,0.756048672275635,1.06585861896237,1.18396623913154,0.241141074143016,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
230,7.66340546271869e-07,5.00746692206568,1.96472939098769,2.5333965785984,2.74447934169233,2.37378867874717,0.224723210198139,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
231,0.883921726203469,0.146074297750383,1.96472939098769,0.995902572378341,0.862708531263894,0.0699889018660624,0.229567679649917,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
232,0.00109300677207563,3.28460534635967,1.96472939098769,1.52669106253209,2.320185359216,1.70477834232011,0.269382542722477,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
233,0.0110897928207884,2.54937111735145,1.96472939098769,1.2314526279158,1.64689661452594,1.26297419040583,0.245427276869128,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
234,0.234609403686035,1.19000724023271,1.96472939098769,0.555539269298356,1.00761256324641,0.62095765559881,0.272285656431813,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
235,0.000561003311529362,3.47222779243284,1.96472939098769,0.718675128115934,1.17387441548384,1.75245213797378,0.254727546923966,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
236,0.52635497091773,-0.634025095620908,1.96472939098769,0.21853355576063,0.670192830013924,-0.321884967097851,0.257743957415857,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
237,3.08178152706375e-06,4.71903641202722,1.96472939098769,1.46516080829164,1.65864945478298,2.36366637689532,0.250879801909247,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
238,0.0147102371973841,2.44795850605772,1.96472939098769,1.28993527157877,1.47583431404432,1.2205230136157,0.248590106986262,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
239,0.0010590796228819,3.29367434899207,1.96472939098769,0.214473497313185,0.759202094688838,1.63250604132805,0.245667824032872,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
240,0.0327291886454395,2.1413540002625,1.96472939098769,1.04140581631828,1.53306492362597,1.05068959895937,0.240753122211678,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
241,0.109820181270757,1.60185639599746,1.96472939098769,0.954652048701896,0.678673335049977,0.809860604662904,0.255607379241746,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
242,0.0727025803137037,1.79849651342147,1.96472939098769,0.73782947863686,0.146770893573334,0.899345162454004,0.250053884432901,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
243,0.151325831448002,1.43706642371098,1.96472939098769,1.40082733646836,0.913158430145231,0.716447100924984,0.248550461827859,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
244,0.00134520454175281,3.22436901434884,1.96472939098769,1.34935665096315,0.798212427790007,1.58139878646987,0.240543333035636,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
245,0.00896490339619334,2.62367918046112,1.96472939098769,1.00982793767018,0.816329032929003,1.32862251758695,0.256437632726373,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
246,1.39648665438513e-07,5.3424513064311,1.96472939098769,1.514819675514,2.46475070976196,2.67985179628892,0.251617248469953,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
247,0.0218469617788751,2.3002289412575,1.96472939098769,1.01335773189004,0.71789437602096,1.18881617479337,0.26710823890511,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
248,0.674455343280901,-0.420288893451959,1.96472939098769,1.00428350723558,0.906636574659808,-0.210361941648361,0.250517756897752,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
249,0.0683184705058934,1.82685701700526,1.96472939098769,0.647351838943103,0.715357156726459,0.948903484477931,0.269795665139913,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
250,0.0890086669917728,1.70397310009659,1.96472939098769,0.822050138522766,1.1891694152543,0.85741365705861,0.253195116281554,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
251,8.97225715617008e-06,4.48708261506193,1.96472939098769,1.33298740162097,1.71958647118283,2.26292110682986,0.254337673875943,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
252,4.35554792529424e-08,5.56194732791108,1.96472939098769,1.85687905796565,2.98520085914025,2.68262927629744,0.232630993922745,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
253,0.346535076110611,-0.942221696466448,1.96472939098769,0.0868198452410269,0.0619637935027365,-0.473465776322132,0.252505582128939,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
254,8.32598051908924e-06,4.50363526898255,1.96472939098769,0.883128098111877,1.70743645837741,2.15571054588468,0.229115499339369,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
255,0.565792343883946,0.574642098152665,1.96472939098769,0.821324295951168,0.199129574304451,0.303213140452812,0.278420467777865,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
256,1.35773100311315e-08,5.77459658901421,1.96472939098769,1.60681757092374,1.88614507421968,2.84827441227669,0.243287814321974,1,no,TRUE,TRUE,1,1,0.25,500,0.25,0.5,1,2000,0
257,0.0642710129065998,1.85440490912136,1.96472939098769,0.521437935925843,0.512174481603771,0.957595628268709,0.266658340961779,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
258,0.111779248118576,1.5930630665868,1.96472939098769,0.986666571120806,1.17953531792975,0.78111186204505,0.240414428301625,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
259,0.0835390049701901,1.73398134918571,1.96472939098769,0.587081978173958,0.716319455718401,0.851270812694463,0.241016426225105,1,no,FALSE,FALSE,1,1,0.25,500,0.25,0.5,1,2000,0
